Topic,Count,Name,Representation,Representative_Docs,KeyBERT,MMR,Noun,Adjective,Verb,Adverb,Interjection,Number,Proper Noun,Symbol,URL,Hashtag,Mention,Organisation,Person,Nationalities or Religious or Political Groups,Facility,Geopolitical Entity,Location,Product,Event,Date,Percent,Money,Quantity,Ordinal,Cardinal,Emoji,Topic_,processed_KeyBERT,Topic_Label
13,337,13_cape_cape town_cape south_town,"['cape', 'cape town', 'cape south', 'town', 'western cape', 'western', 'south africa', 'johannesburg', 'africa', 'pretoria']","['Day 2 of LockDown @ Ashton, Western Cape, South Africa', 'South Africa is in Day 2 of a 21 day lockdown', 'We are I 21 days #lockdown in South Africa']","['cape', 'cape south', 'cape town', 'eastern cape', 'capetown southafrica', 'western cape', 'johannesburg', 'durban', 'pretoria south', 'capetown']","['cape', 'cape town', 'cape south', 'town', 'western cape', 'western', 'south africa', 'johannesburg', 'africa', 'pretoria']","['town', 'day', 'dawn', 'pls', 'travel', 'beauty', 'tomorrow', 'neighborhoods', 'time', 'possibility']","['western', 'south', 'african', 'beautiful', 'non', '', '', '', '', '']","['capetown', 'leaving', 'check', 'activate', 'jumping', 'understand', 'walking', 'want', 'know', 'buy']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['11', '04', '21dayslockdown', '', '', '', '', '', '', '']","['africa', 'south', 'southafrica', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['south', 'african', 'non', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['africa', 'south', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['tomorrow', '11', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['southafrica', 'rand', '21dayslockdown', '', '', '', '', '', '', '']","['04', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.13,"['cape', 'cape south', 'cape town', 'eastern cape', 'capetown southafrica', 'western cape', 'johannesburg', 'durban', 'pretoria south', 'capetown']",cape
14,332,14_alcohol_liquor_wine_drink,"['alcohol', 'liquor', 'wine', 'drink', 'booze', 'bottle', 'drinking', 'beer', 'stores', 'bottles']","[""You can't move alcohol during the lockdown. Do you have means to?"", ""Am I the only who didn't buy alcohol for this lockdown?"", ""Here's how to get alcohol during the lockdown""]","['liquor', 'alcohol', 'hold beer', 'alcoholfreesa', 'booze', 'drinks', 'wine', 'sober', 'drinking', 'beer']","['alcohol', 'liquor', 'wine', 'drink', 'booze', 'bottle', 'drinking', 'beer', 'stores', 'bottles']","['alcohol', 'liquor', 'wine', 'booze', 'bottle', 'drinking', 'stores', 'beer', 'bottles', 'drinks']","['4th', 'fine', 'little', 'essential', 'good', 'worried', 'single', 'easy', 'safe', '']","['drink', 'drinking', 'stock', 'open', 'buy', 'sell', 'finished', 'selling', 'stocked', 'break']","['', '', '', '', '', '', '', '', '', '']","['hey', '', '', '', '', '', '', '', '', '']","['million', '', '', '', '', '', '', '', '', '']","['di', 'nna', 'bcs', 'tse', 'ngoku', 'le', 'ppl', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['nna', 'ngoku', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['days', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['4th', '', '', '', '', '', '', '', '', '']","['million', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.14,"['liquor', 'alcohol', 'hold beer', 'alcoholfreesa', 'booze', 'drinks', 'wine', 'sober', 'drinking', 'beer']",alcohol
15,311,15_virus_cure_vaccine_flu,"['virus', 'cure', 'vaccine', 'flu', 'hiv', 'trevor', 'exist', 'kill', 'nature', 'scientists']","['What is the first thing you would do after the corona virus is over', 'Did he said Corona Virus?', 'Was there corona virus in it?']","['fight virus', 'virus hope', 'virus spread', 'spread virus', 'epidemic', 'virus', 'flu', 'vaccine', 'virus want', 'hiv']","['virus', 'cure', 'vaccine', 'flu', 'hiv', 'trevor', 'exist', 'kill', 'nature', 'scientists']","['virus', 'cure', 'vaccine', 'flu', 'nature', 'scientists', 'beings', 'kit', 'culture', 'door']","['human', 'worse', 'aware', 'fine', '', '', '', '', '', '']","['exist', 'focus', 'lived', 'kills', 'knew', 'survive', 'exists', 'explain', 'know', 'explained']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['flu', 'hiv', 'swine', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['hiv', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.15,"['fight virus', 'virus hope', 'virus spread', 'spread virus', 'epidemic', 'virus', 'flu', 'vaccine', 'virus want', 'hiv']",epidemic
16,289,16_africans_south africans_african_south african,"['africans', 'south africans', 'african', 'south african', 'south africa', 'south', 'africa', 'fellow south', 'fellow', 'military']","['The whole South Africa', 'South Africa you are next', 'This is South Africa for you']","['south africans', 'south african', 'south africa', 'africa', 'covid19southafrica southafricalockdown', 'africans', 'capetown southafrica', 'southafrica', 'african', 'fellow south']","['africans', 'south africans', 'african', 'south african', 'south africa', 'south', 'africa', 'fellow south', 'fellow', 'military']","['africans', 'government', 'countries', 'group', 'cause', 'jobs', 'dream', 'murder', 'life', 'series']","['african', 'south', 'fellow', 'wild', 'important', 'black', '', '', '', '']","['fighting', 'spread', 'lost', 'let', 'fight', 'shut', 'steal', 'trying', 'locked', 'hope']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['000', '200', '100', '', '', '', '', '', '', '']","['south', 'africa', 'ya', 'amp', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['ya', '', '', '', '', '', '', '', '', '']","['african', 'south', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['south', 'africa', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['000', '200', '100', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.16,"['south africans', 'south african', 'south africa', 'africa', 'covid19southafrica southafricalockdown', 'africans', 'capetown southafrica', 'southafrica', 'african', 'fellow south']",africa
17,274,17_social distancing_distancing_social_practice social,"['social distancing', 'distancing', 'social', 'practice social', 'practice', 'socialdistancing', 'practicing', 'impossible', 'queues', 'applied']","[""We're social distancing."", 'See what social distancing does?', 'Social distancing it is...']","['social distancing', 'distancing', 'socialdistancing', 'practice social', 'self isolation', 'isolation', 'social', 'apart', 'single person', 'alarming']","['social distancing', 'distancing', 'social', 'practice social', 'practice', 'socialdistancing', 'practicing', 'impossible', 'queues', 'applied']","['distancing', 'precautions', 'township', 'masks', 'interactions', 'wind', 'clip', 'smile', 'family', 'fan']","['social', 'impossible', 'complex', 'essential', 'legal', 'real', 'biggest', '', '', '']","['practice', 'socialdistancing', 'practicing', 'instructed', 'wearing', 'touching', 'agree', 'taking', 'control', 'running']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['zero', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['season', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['lockdown2020', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['zero', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.17,"['social distancing', 'distancing', 'socialdistancing', 'practice social', 'self isolation', 'isolation', 'social', 'apart', 'single person', 'alarming']",alarming
18,269,18_pay_annual_employees_rent,"['pay', 'annual', 'employees', 'rent', 'paid', 'work pay', 'leave', 'salaries', 'pay rent', 'companies']","['Good morning .tell me during the lockdown who is to pay us our salaries because our bosses said they are waiting from the government. Is going to be no work no pay.', 'Good afternoon.tell me during the lockdown who is to pay us our salaries because our bosses said they are waiting from the government. Is going to be no work no pay.', 'Good afternoon:please tell me during the lockdown who is to pay us our salaries because our bosses said they are waiting from the government. Is going to be no work no pay.']","['work pay', 'payday', 'employer', 'employees', 'payments', 'pay', 'pay rent', 'payment', 'workers', 'employers']","['pay', 'annual', 'employees', 'rent', 'paid', 'work pay', 'leave', 'salaries', 'pay rent', 'companies']","['pay', 'employees', 'rent', 'leave', 'salaries', 'companies', 'employers', 'services', 'work', 'employer']","['annual', 'essential', 'small', 'classic', 'original', 'tough', 'urgent', 'relevant', 'good', 'unnecessary']","['pay', 'paid', 'paying', 'work', 'told', 'tell', 'spending', 'assist', 'extended', 'forcing']","['', '', '', '', '', '', '', '', '', '']","['yes', '', '', '', '', '', '', '', '', '']","['000', '50', '17', '', '', '', '', '', '', '']","['west', 'nje', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['annual', 'leave', 'days', '17', 'day', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['50', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.18,"['work pay', 'payday', 'employer', 'employees', 'payments', 'pay', 'pay rent', 'payment', 'workers', 'employers']",employees
19,263,19_21 days_21_21 day_21days,"['21 days', '21', '21 day', '21days', 'days', 'days day', '90', 'day let', 'days straight', 'days need']","['Not during this lockdown after 21 days', 'After 21 days of #lockdown', 'Another 21 days of lockdown.']","['21 day', '21 days', '21day', 'day 21', '20 days', '21days', 'locked', 'time 21', 'days left', 'days']","['21 days', '21', '21 day', '21days', 'days', 'days day', '90', 'day let', 'days straight', 'days need']","['days', '21days', 'clarity', 'day', 'luck', '', '', '', '', '']","['21days', 'stuck', 'good', 'possible', 'online', 'quick', '', '', '', '']","['extended', 'clarify', 'lifted', 'talking', 'stuck', 'chat', 'need', 'thinking', 'working', 'open']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['21', '21days', '90', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['21', 'days', '90', 'day', 'working', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['21days', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.19,"['21 day', '21 days', '21day', 'day 21', '20 days', '21days', 'locked', 'time 21', 'days left', 'days']",20
20,240,20_pandemic_global pandemic_global_2012,"['pandemic', 'global pandemic', 'global', '2012', 'document', 'compassion', 'inevitable', 'middle', 'fight pandemic', 'fighting pandemic']","['We in a pandemic pandemic niggas!!! Shook!!!', 'I can already see myself after this pandemic', 'See you after the Pandemic.']","['global pandemic', 'fight pandemic', 'fighting pandemic', 'pandemic', 'coping', 'inevitable', 'prevention', 'overcome', 'humanity', 'stop spread']","['pandemic', 'global pandemic', 'global', '2012', 'document', 'compassion', 'inevitable', 'middle', 'fight pandemic', 'fighting pandemic']","['pandemic', 'document', 'compassion', 'middle', 'world', 'moment', 'page', 'planet', 'humanity', 'idea']","['pandemic', 'global', 'inevitable', 'deadly', 'international', 'capitalist', 'official', 'better', 'caring', 'awesome']","['hit', 'wish', 'overcome', 'took', 'create', 'goes', 'sat', 'ensure', 'shows', 'rescue']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['2012', '18', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['2012', 'years', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['18', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.20,"['global pandemic', 'fight pandemic', 'fighting pandemic', 'pandemic', 'coping', 'inevitable', 'prevention', 'overcome', 'humanity', 'stop spread']",coping
21,222,21_china_chinese_wuhan_trump,"['china', 'chinese', 'wuhan', 'trump', 'america', 'hantavirus', 'eating', 'south korea', 'korea', 'rest world']","['China masks for Chinese virus..........', 'They are about to over take China', 'China is not serious.....']","['virus country', 'chinese', 'china', 'hantavirus', 'virus', 'outbreak', 'flu', 'south korea', 'korea', 'countries']","['china', 'chinese', 'wuhan', 'trump', 'america', 'hantavirus', 'eating', 'south korea', 'korea', 'rest world']","['trump', 'numbers', 'virus', 'outbreak', 'rats', 'plan', 'country', 'carriers', 'story', 'okes']","['quick', 'wild', 'close', '', '', '', '', '', '', '']","['eating', 'comes', 'started', 'playing', 'believe', 'look', 'steal', 'tells', 'wonder', 'leave']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['china', 'chinese', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['day3', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['chinese', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['china', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.21,"['virus country', 'chinese', 'china', 'hantavirus', 'virus', 'outbreak', 'flu', 'south korea', 'korea', 'countries']",china
22,204,22_black_white_whites_racist,"['black', 'white', 'whites', 'racist', 'privileged', 'racism', 'beaten', 'race', 'black child', 'townships']","['During this lockdown black people will be beaten as if its us who brought the virus here...no soldier or policemen will have the guts to beat a white person White people will be escorted back to their homes whereas black people will be beaten into their homes if not the van', 'During this lockdown black people will be beaten as if its us who brought the virus here...no soldier or policemen will have the guts to beat a white person White people will be escorted back to their homes whereas black people will be beaten into their homes.', 'Why Do BLACK PEOPLE HATE EACH OTHER THIS MUCH?!']","['racial', 'racism', 'whites', 'racist', 'black child', 'race', 'black', 'poverty', 'black white', 'white']","['black', 'white', 'whites', 'racist', 'privileged', 'racism', 'beaten', 'race', 'black child', 'townships']","['whites', 'racism', 'race', 'townships', 'businesses', 'beating', 'hate', 'child', 'ppl', 'soldier']","['black', 'white', 'privileged', 'racist', 'shitty', 'unfair', 'brutal', 'educated', 'innocent', 'weird']","['white', 'beaten', 'treated', 'seen', 'beat', 'standing', 'brought', 'arrested', 'blaming', 'treat']","['', '', '', '', '', '', '', '', '', '']","['hey', '', '', '', '', '', '', '', '', '']","['21', '', '', '', '', '', '', '', '', '']","['nje', 'se', 'ka', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['black', 'child', 'nje', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['shandis', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['months', '21', 'days', 'day', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.22,"['racial', 'racism', 'whites', 'racist', 'black child', 'race', 'black', 'poverty', 'black white', 'white']",black
23,203,23_dogs_dog_walk_jogging,"['dogs', 'dog', 'walk', 'jogging', 'walking', 'walking dogs', 'jog', 'walks', 'jogging walking', 'allowed']","['People want to walk their dogs', '...and walk their dogs', 'Or walk the dogs']","['walking dogs', 'walk', 'jog walk', 'walking', 'jogging walking', 'walks', 'dogs', 'walked', 'dog', 'jogging']","['dogs', 'dog', 'walk', 'jogging', 'walking', 'walking dogs', 'jog', 'walks', 'jogging walking', 'allowed']","['dogs', 'dog', 'walk', 'jogging', 'walks', 'neighborhood', 'house', 'security', 'exercise', 'movement']","['outside', 'correct', 'stayhome', 'national', 'free', 'crazy', 'excited', 'staysafe', 'safe', '']","['walk', 'jogging', 'walking', 'jog', 'walks', 'allowed', 'applies', 'idiot', 'taking', 'believe']","['', '', '', '', '', '', '', '', '', '']","['careful', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['yesterday', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['idiot', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.23,"['walking dogs', 'walk', 'jog walk', 'walking', 'jogging walking', 'walks', 'dogs', 'walked', 'dog', 'jogging']",dog
24,195,24_fitness_gym_weight_training,"['fitness', 'gym', 'weight', 'training', 'body', 'gain', 'exercise', 'challenge', 'ups', 'fat']","['Day 5 @ home lockdown Cross Fitness challenge with Shelton from Gym Company Newtown! #gymcompany', 'Hello DAY 1 COVID-19 LOCKDOWN WORKOUT OF THE DAY : * * Your WORKOUT SET 1 looks like this : * * 10 x squat jump into burpee 10 x back lunge into curtsy into side lunge (watch my form !! ) 10 x bear...', 'Hello DAY 1 COVID-19 LOCKDOWN WORKOUT OF THE DAY : * * Your WORKOUT SET 2 looks like this : * * 10 x knee get up + squat jump 10 x squat hold into back lunge into back lunge knee lift (watch my form...']","['fitness', 'gym', 'exercising', 'exercise', 'routine', 'home lockdownsa', 'yoga', 'stayhealthy', 'running', 'training']","['fitness', 'gym', 'weight', 'training', 'body', 'gain', 'exercise', 'challenge', 'ups', 'fat']","['fitness', 'weight', 'training', 'body', 'challenge', 'exercise', 'ups', 'fat', 'class', 'sweat']","['fit', 'active', 'healthy', 'easy', 'routine', 'stayhome', 'flex', 'free', 'nice', 'stronger']","['training', 'gain', 'push', 'join', 'looks', 'set', 'running', 'start', 'lose', 'run']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['10', '21', '20', '', '', '', '', '', '', '']","['monday', 'amp', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['home', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['today', '21', 'tomorrow', 'weeks', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['10', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['20', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.24,"['fitness', 'gym', 'exercising', 'exercise', 'routine', 'home lockdownsa', 'yoga', 'stayhealthy', 'running', 'training']",exercise
25,184,25_ramaphosa_cyril ramaphosa_president cyril_cyril,"['ramaphosa', 'cyril ramaphosa', 'president cyril', 'cyril', 'president ramaphosa', 'address', 'president', 'nation', 'contain', 'addressing nation']","['#CoronavirusinSA| President Cyril Ramaphosa is addressing the nation on the measures currently being undertaken to contain the coronavirus pandemic.', '#COVID19 | PRESIDENT RAMAPHOSA TO ADDRESS THE NATION President Cyril Ramaphosa will today, Monday, 30 March 2020, address the nation on the measures currently being undertaken to contain the #coronavirus pandemic....', '#COVID19 | PRESIDENT RAMAPHOSA TO ADDRESS THE NATION President Cyril Ramaphosa will today, Monday, 30 March 2020, address the nation on the measures currently being undertaken to contain the #coronavirus pandemic.']","['president ramaphosa', 'cyril ramaphosa', 'ramaphosa', 'covid19insa', 'covid19insa lockdownsa', 'pandemic', 'cyrilramaphosa', 'mr president', 'president cyril', 'president']","['ramaphosa', 'cyril ramaphosa', 'president cyril', 'cyril', 'president ramaphosa', 'address', 'president', 'nation', 'contain', 'addressing nation']","['president', 'nation', 'measures', 'information', 'plan', 'hands', 'vaccine', 'distancing', '', '']","['pandemic', 'excellent', 'available', '', '', '', '', '', '', '']","['address', 'contain', 'addressing', 'carry', 'focusing', 'remind', 'allowed', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['cyrilramaphosa', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",4.25,"['president ramaphosa', 'cyril ramaphosa', 'ramaphosa', 'covid19insa', 'covid19insa lockdownsa', 'pandemic', 'cyrilramaphosa', 'mr president', 'president cyril', 'president']",cyril
